"idWilayah"|"nomorUrut"|"jumlahSuara"|"namaPemilihan"|"namaWilayah"|"namaPropinsi"|"namaKd"|"namaWkd"|"namaKabupatenKota"
"212"|60372|5|8964|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTAWARINGIN BARAT"|"KOTAWARINGIN BARAT"|"KALIMANTAN TENGAH"|"H. EKO SOEMARNO, S.H., M.Kn."|"YUDIE, S.E., S.Pd., M.Si."|"KOTAWARINGIN BARAT"
"213"|42325|1|99143|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA YOGYAKARTA"|"KOTA YOGYAKARTA"|"DAERAH ISTIMEWA YOGYAKARTA"|"Imam Priyono D Putranto, S.E., MSi"|"Achmad Fadli"|"KOTA YOGYAKARTA"
"214"|42325|2|100332|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA YOGYAKARTA"|"KOTA YOGYAKARTA"|"DAERAH ISTIMEWA YOGYAKARTA"|"Drs. H. HARYADI SUYUTI"|"Drs. HEROE POERWADI, MA"|"KOTA YOGYAKARTA"
"215"|41864|1|36809|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KULON PROGO"|"KULON PROGO"|"DAERAH ISTIMEWA YOGYAKARTA"|"Drs. H. ZUHADMONO AZHARI M.Pd.I"|"BRAy. Hj. IRIANI PRAMASTUTI"|"KULON PROGO"
"216"|41864|2|219225|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KULON PROGO"|"KULON PROGO"|"DAERAH ISTIMEWA YOGYAKARTA"|"dr. H. HASTO WARDOYO, Sp.OG(K)"|"Drs. H. SUTEDJO"|"KULON PROGO"
"217"|23460|1|92124|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - LAMPUNG BARAT"|"LAMPUNG BARAT"|"LAMPUNG"|"H. PAROSIL MABSUS, S.Pd"|"Drs. H. MAD HASNURIN"|"LAMPUNG BARAT"
"218"|23460|2|69470|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - LAMPUNG BARAT"|"LAMPUNG BARAT"|"LAMPUNG"|"Dr. H. EDY IRAWAN ARIEF, S.E.,M.E.c"|"H. ULUL AZMI SOLTIANSA, S.H."|"LAMPUNG BARAT"
"219"|79564|1|39182|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - LANNY JAYA"|"LANNY JAYA"|"PAPUA"|"Briyur Wenda, S.Pd., MAP"|"Paulus Kogoya, S.Sos"|"LANNY JAYA"
"220"|79564|2|73748|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - LANNY JAYA"|"LANNY JAYA"|"PAPUA"|"Befa Yigibalom, SE., M.Si."|"Yemis Kogoya, S.IP"|"LANNY JAYA"
"221"|57406|1|16540|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - LEMBATA"|"LEMBATA"|"NUSA TENGGARA TIMUR"|"Herman Yosef Loli Wutun"|"Yohanes Viany K.Burin"|"LEMBATA"
"222"|57406|2|14753|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - LEMBATA"|"LEMBATA"|"NUSA TENGGARA TIMUR"|"Viktor Mado Watun, SH, M.Hum"|"Muhamad Nasir, S.Sos"|"LEMBATA"
"223"|57406|3|4913|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - LEMBATA"|"LEMBATA"|"NUSA TENGGARA TIMUR"|"LUKAS LIPATAMAN"|"FERDINANDUS LEU"|"LEMBATA"
"224"|57406|4|2773|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - LEMBATA"|"LEMBATA"|"NUSA TENGGARA TIMUR"|"TARSISIA HANI CHANDRA"|"LINUS BESENG"|"LEMBATA"
"225"|57406|5|24211|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - LEMBATA"|"LEMBATA"|"NUSA TENGGARA TIMUR"|"Eliaser Yentji Sunur"|"Dr. Thomas Ola, SE.,M.Si"|"LEMBATA"
"226"|76568|1|22078|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MALUKU TENGGARA BARAT"|"MALUKU TENGGARA BARAT"|"MALUKU"|"PETRUS FATLOLON, SH, MH"|"AGUSTINUS UTUWALY, S.Sos"|"MALUKU TENGGARA BARAT"
"227"|76568|2|13517|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MALUKU TENGGARA BARAT"|"MALUKU TENGGARA BARAT"|"MALUKU"|"PETRUS P. WEREMBINAN TABORAT, S.H."|"JUSUF SILETTY, S.H., M.H."|"MALUKU TENGGARA BARAT"
"228"|76568|3|19914|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MALUKU TENGGARA BARAT"|"MALUKU TENGGARA BARAT"|"MALUKU"|"DHARMA ORATMANGUN"|"MARKUS FARAKNIMELLA"|"MALUKU TENGGARA BARAT"
"229"|79019|1|13356|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MAPPI"|"MAPPI"|"PAPUA"|"Drs. Aminadab Jumame"|"Stefanus Yermogoin, S.Sos"|"MAPPI"
"230"|79019|2|18954|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MAPPI"|"MAPPI"|"PAPUA"|"Kristosimus Yohanes Agawemu"|"Jaya Ibnu Su'ud, ST"|"MAPPI"
"231"|79019|3|8215|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MAPPI"|"MAPPI"|"PAPUA"|"Edoardus Anoyeng, S.Sos."|"Andi Amar, S.E."|"MAPPI"
"232"|79019|4|5931|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MAPPI"|"MAPPI"|"PAPUA"|"Stefanus Kaisma, S.Sos."|"Ir. H.  Mustafa Salam"|"MAPPI"
"233"|81878|1|14463|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MAYBRAT"|"MAYBRAT"|"PAPUA BARAT"|"Drs. Bernard Sagrim, MM"|"Drs. Paskalis Kocu,M.Si"|"MAYBRAT"
"234"|81878|2|14329|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MAYBRAT"|"MAYBRAT"|"PAPUA BARAT"|"KAREL MURAFER, SH., MA"|"YANCE WAY, SE.,MM"|"MAYBRAT"
"235"|22439|1|28341|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MESUJI"|"MESUJI"|"LAMPUNG"|"Febrina Lesisie Tantina"|"M. Adam Ishak"|"MESUJI"
"236"|22439|2|77065|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MESUJI"|"MESUJI"|"LAMPUNG"|"H. Khamami, S.H."|"Saply Th"|"MESUJI"
"237"|16699|1|8557|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MUARO JAMBI"|"MUARO JAMBI"|"JAMBI"|"ABUN YANI, SH"|"SUHARIYANTO, SH"|"MUARO JAMBI"
"238"|16699|2|43632|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MUARO JAMBI"|"MUARO JAMBI"|"JAMBI"|"AGUSTIAN MAHIR, SH"|"SUSWIYANTO"|"MUARO JAMBI"
"239"|16699|3|76825|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MUARO JAMBI"|"MUARO JAMBI"|"JAMBI"|"MASNAH"|"BAMBANG BAYU SUSENO"|"MUARO JAMBI"
"240"|16699|4|62627|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MUARO JAMBI"|"MUARO JAMBI"|"JAMBI"|"H. IVAN WIRATA, ST. MM. MT"|"H. DODI SULARSO, SH"|"MUARO JAMBI"
"241"|928082|1|17823|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MUNA BARAT"|"MUNA BARAT"|"SULAWESI TENGGARA"|"LA ODE MUH. IHSAN TAUFIK RIDWAN, ST"|"Drs. LA NIKA, M.Si"|"MUNA BARAT"
"242"|928082|2|26126|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MUNA BARAT"|"MUNA BARAT"|"SULAWESI TENGGARA"|"LA ODE M. RAJIUN TUMADA, M.Si."|"Drs. ACHMAD LAMANI, M.Pd."|"MUNA BARAT"
"243"|18942|1|212475|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MUSI BANYUASIN"|"MUSI BANYUASIN"|"SUMATERA SELATAN"|"DODI REZA ALEX NOERDIN"|"BENI HERNEDI"|"MUSI BANYUASIN"
"244"|18942|2|58217|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - MUSI BANYUASIN"|"MUSI BANYUASIN"|"SUMATERA SELATAN"|"AMIRI ARIPIN"|"AHMAD TOHA,.SPDi.,MSi"|"MUSI BANYUASIN"
"245"|5463|1|35541|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - NAGAN RAYA"|"NAGAN RAYA"|"ACEH"|"TR. KEUMANGAN, SH, MH"|"H. SAID JUNAIDI, SE"|"NAGAN RAYA"
"246"|5463|2|871|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - NAGAN RAYA"|"NAGAN RAYA"|"ACEH"|"FAISAL A QUBSY"|"MUSTAFAR"|"NAGAN RAYA"
"247"|5463|3|1268|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - NAGAN RAYA"|"NAGAN RAYA"|"ACEH"|"drh.Muhammad Zahed"|"Samsul Bahari, Bsc"|"NAGAN RAYA"
"248"|5463|4|14746|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - NAGAN RAYA"|"NAGAN RAYA"|"ACEH"|"NURCHALIS SP., M.Si"|"SUYANTO, SE"|"NAGAN RAYA"
"249"|5463|5|44437|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - NAGAN RAYA"|"NAGAN RAYA"|"ACEH"|"H.M. JAMIN IDHAM, SE"|"CHALIDIN, SE"|"NAGAN RAYA"
"250"|79629|1|14222|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - NDUGA"|"NDUGA"|"PAPUA"|"DANIEL LOKBERE"|"LAS NIRIGI,SE"|"NDUGA"
"251"|79629|2|31781|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - NDUGA"|"NDUGA"|"PAPUA"|"SAMUEL TABUNI, SE"|"OBED GWIJANGGE"|"NDUGA"
"252"|79629|3|43904|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - NDUGA"|"NDUGA"|"PAPUA"|"YAIRUS GWIJANGGE, S.Sos., M.Si"|"WENTIUS NIMIANGGE"|"NDUGA"
"253"|81877|1|282832|"Pemilihan Gubernur/Wakil Gubernur - PAPUA BARAT"|"PAPUA BARAT"|"PAPUA BARAT"|"DRS. DOMINGGUS MANDACAN"|"MOHAMAD LAKOTANI, SH, M.Si"|NA
"254"|81877|2|71710|"Pemilihan Gubernur/Wakil Gubernur - PAPUA BARAT"|"PAPUA BARAT"|"PAPUA BARAT"|"IRENE MANIBUY, SH"|"ABDULLAH MANARAY, ST"|NA
"255"|81877|3|139330|"Pemilihan Gubernur/Wakil Gubernur - PAPUA BARAT"|"PAPUA BARAT"|"PAPUA BARAT"|"DR. Drs. STEPANUS MALAK, M.Si"|"ALI HINDOM, S.Pd"|NA
"256"|2452|1|11885|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PIDIE"|"PIDIE"|"ACEH"|"Ir. H. T. TARMIYUS"|"H. KHALIDIN DAUD"|"PIDIE"
"257"|2452|2|96184|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PIDIE"|"PIDIE"|"ACEH"|"RONI AHMAD"|"FADHLULLAH T.M. DAUD, S.T."|"PIDIE"
"258"|2452|3|91511|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PIDIE"|"PIDIE"|"ACEH"|"H.SARJANI ABDULLAH"|"M.IRIAWAN, SE"|"PIDIE"
"259"|22329|1|76154|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PRINGSEWU"|"PRINGSEWU"|"LAMPUNG"|"ARDIAN SAPUTRA, SH"|"Ir. Hj. R.A.DEWI ARIMBI"|"PRINGSEWU"
"260"|22329|2|98719|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PRINGSEWU"|"PRINGSEWU"|"LAMPUNG"|"Hi. SUJADI"|"Dr. Hi. FAUZI, SE. M.Kom. Akt"|"PRINGSEWU"
"261"|22329|3|39934|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PRINGSEWU"|"PRINGSEWU"|"LAMPUNG"|"SITI RAHMA, SE"|"EDI AGUS YANTO, S.IP"|"PRINGSEWU"
"262"|74716|1|166431|"Pemilihan Gubernur/Wakil Gubernur - PROVINSI GORONTALO"|"PROVINSI GORONTALO"|"GORONTALO"|"HANA HASANAH  FADEL"|"H. TONNY S. JUNUS"|NA
"263"|74716|2|326033|"Pemilihan Gubernur/Wakil Gubernur - PROVINSI GORONTALO"|"PROVINSI GORONTALO"|"GORONTALO"|"Drs. H. RUSLI HABIBIE, M.AP"|"DR. Drs. Hi. IDRIS RAHIM, MM"|NA
"264"|74716|3|151201|"Pemilihan Gubernur/Wakil Gubernur - PROVINSI GORONTALO"|"PROVINSI GORONTALO"|"GORONTALO"|"H. ZAINUDDIN HASAN"|"H. ADHAN DAMBEA"|NA
"265"|77086|1|19070|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PULAU MOROTAI"|"PULAU MOROTAI"|"MALUKU UTARA"|"BENNY LAOS"|"ASRUN PADOMA, S.Ag"|"PULAU MOROTAI"
"266"|77086|2|13221|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PULAU MOROTAI"|"PULAU MOROTAI"|"MALUKU UTARA"|"M. ALI SANGAJI, S.E., M.M."|"YULCE MAKASARAT, S.Th."|"PULAU MOROTAI"
"267"|77086|3|6046|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PULAU MOROTAI"|"PULAU MOROTAI"|"MALUKU UTARA"|"RAMLI YAMAN, S.Pd., M.M"|"ADJAN DJAGUNA, S.Ag"|"PULAU MOROTAI"
"268"|80724|1|52162|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PUNCAK JAYA"|"PUNCAK JAYA"|"PAPUA"|"YUSTUS WONDA, S.Sos, M.Si"|"KIRENIUS TELENGGEN, S.Th, M.CE"|"PUNCAK JAYA"
"269"|80724|2|34713|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PUNCAK JAYA"|"PUNCAK JAYA"|"PAPUA"|"Drs. HENOK IBO"|"RINUS TELENGGEN"|"PUNCAK JAYA"
"270"|80724|3|61029|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - PUNCAK JAYA"|"PUNCAK JAYA"|"PAPUA"|"YUNI WONDA, S.Sos., S.IP., MM."|"DEINAS GELEY, S.Sos., M.Si."|"PUNCAK JAYA"
"271"|81104|1|7429|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SARMI"|"SARMI"|"PAPUA"|"Drs. Eduard Fonataba, MM"|"Yosina T. Insyaf, SE, MM"|"SARMI"
"272"|81104|2|3062|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SARMI"|"SARMI"|"PAPUA"|"BERTHUS KYEU KYEU, BA"|"SHOLEH. S,pd"|"SARMI"
"273"|81104|3|5594|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SARMI"|"SARMI"|"PAPUA"|"Ir. ALBERTUS SURIPNO"|"ADRIAN ROI SENIS, Amd.Tek"|"SARMI"
"274"|81104|4|3449|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SARMI"|"SARMI"|"PAPUA"|"DEMIANUS KYEUW-KYEUW, SH, MH"|"Ir. MUSRIADI HP, M.Si"|"SARMI"
"275"|16420|1|58592|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SAROLANGUN"|"SAROLANGUN"|"JAMBI"|"Drs. H. MUHAMMAD MADEL"|"H. MUSHARSYAH"|"SAROLANGUN"
"276"|16420|2|73845|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SAROLANGUN"|"SAROLANGUN"|"JAMBI"|"Drs. H. CEK ENDRA"|"H. HILLALATIL BADRI"|"SAROLANGUN"
"277"|76771|1|24592|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SERAM BAGIAN BARAT"|"SERAM BAGIAN BARAT"|"MALUKU"|"Drs. PAULUS SEMUEL PUTTILEIHALAT"|"Hi. AMIRUDIN, SE"|"SERAM BAGIAN BARAT"
"278"|76771|2|30753|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SERAM BAGIAN BARAT"|"SERAM BAGIAN BARAT"|"MALUKU"|"SAMSON RICHARGO ATAPARY"|"MOHAMAD SUHFI MAJID"|"SERAM BAGIAN BARAT"
"279"|76771|3|13884|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SERAM BAGIAN BARAT"|"SERAM BAGIAN BARAT"|"MALUKU"|"Sanadjihitu Tuhuteru"|"Petrus Izaach Suripatty"|"SERAM BAGIAN BARAT"
"280"|76771|4|41017|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SERAM BAGIAN BARAT"|"SERAM BAGIAN BARAT"|"MALUKU"|"Drs. Moh. Yasin Payapo, M.Pd"|"Timotius Akerina, SE, M.Si"|"SERAM BAGIAN BARAT"
"281"|4086|1|15685|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SIMEULUE"|"SIMEULUE"|"ACEH"|"Drs.H.RISWAN, NS"|"HAMDAN AMIN, SE"|"SIMEULUE"
"282"|4086|2|10654|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SIMEULUE"|"SIMEULUE"|"ACEH"|"H. ARYAUDIN"|"H. RAPIAN, SE"|"SIMEULUE"
"283"|4086|3|20994|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SIMEULUE"|"SIMEULUE"|"ACEH"|"ERLI HASIM, SH., S.Ag"|"AFRIDAWATI"|"SIMEULUE"
"284"|82022|1|19220|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SORONG"|"SORONG"|"PAPUA BARAT"|"Zeth Kadakolo, SE., MM."|"H. Ibrahim Pokko"|"SORONG"
"285"|82022|2|29920|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - SORONG"|"SORONG"|"PAPUA BARAT"|"Dr. Johny Kamuru, SH., M.Si."|"Suka Harjono, S.Sos., M.Si."|"SORONG"
"286"|75425|1|240055|"Pemilihan Gubernur/Wakil Gubernur - SULAWESI BARAT"|"SULAWESI BARAT"|"SULAWESI BARAT"|"Dr. H. Suhardi Duka, MM"|"H. Kalma Katta, S.Sos., MM"|NA
"287"|75425|2|146769|"Pemilihan Gubernur/Wakil Gubernur - SULAWESI BARAT"|"SULAWESI BARAT"|"SULAWESI BARAT"|"Mayjen TNI (Purn) Salim S. Mengga"|"H. Hasanuddin Mashud, S.Hut"|NA
"288"|75425|3|244803|"Pemilihan Gubernur/Wakil Gubernur - SULAWESI BARAT"|"SULAWESI BARAT"|"SULAWESI BARAT"|"Drs. H. Ali Baal, M.Si"|"Hj. Enny Anggraeny  Anwar"|NA
"289"|69869|1|86090|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TAKALAR"|"TAKALAR"|"SULAWESI SELATAN"|"H.Burhanuddin B, S.E.,Ak., M.Si"|"H. M. Natsir Ibrahim, S.E"|"TAKALAR"
"290"|69869|2|88113|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TAKALAR"|"TAKALAR"|"SULAWESI SELATAN"|"H. Syamsari, S.Pt., M.M."|"H. Achmad Dg Se're, S.Sos."|"TAKALAR"
"291"|7240|1|44122|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TAPANULI TENGAH"|"TAPANULI TENGAH"|"SUMATERA UTARA"|"AMIN PARDOMUAN NAPITUPULU, SH, MH"|"Drs. RAMSES HUTAGALUNG, MM"|"TAPANULI TENGAH"
"292"|7240|2|22983|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TAPANULI TENGAH"|"TAPANULI TENGAH"|"SUMATERA UTARA"|"PASTOR RANTINUS SIMANALU"|"USTADZ MUHAMMAD SODIKIN LUBIS, S.Ag"|"TAPANULI TENGAH"
"293"|7240|3|64271|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TAPANULI TENGAH"|"TAPANULI TENGAH"|"SUMATERA UTARA"|"BAKHTIAR AHMAD SIBARANI"|"DARWIN SITOMPUL"|"TAPANULI TENGAH"
"294"|7240|4|12544|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TAPANULI TENGAH"|"TAPANULI TENGAH"|"SUMATERA UTARA"|"Ir. BUYUNG SITOMPUL, M.T."|"BINSAR SARUKSUK"|"TAPANULI TENGAH"
"295"|17215|1|73263|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TEBO"|"TEBO"|"JAMBI"|"Hamdi, S.Sos., M.M."|"H. Harmain, S.E., M.M."|"TEBO"
"296"|17215|2|90964|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TEBO"|"TEBO"|"JAMBI"|"H. Sukandar, S.Kom., M.Si."|"Syahlan, S.H."|"TEBO"
"297"|78324|1|103756|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TOLIKARA"|"TOLIKARA"|"PAPUA"|"USMAN GENONGGA WANIMBO, SE. M.SI"|"DINUS WANIMBO, SH"|"TOLIKARA"
"298"|78324|2|17077|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TOLIKARA"|"TOLIKARA"|"PAPUA"|"AMOS YIKWA, SP,. M.Si"|"ROBEKA ENEMBE, S.STP., M.KP"|"TOLIKARA"
"299"|78324|3|68139|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TOLIKARA"|"TOLIKARA"|"PAPUA"|"Dr. (HC) John Tabo, SE., MBA"|"Barnabas Weya, S. Pd"|"TOLIKARA"
"300"|23737|1|14174|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TULANG BAWANG"|"TULANG BAWANG"|"LAMPUNG"|"Hi. SYARNUBI, S.Pd.,M.H."|"Hj. SOLIHAH, S.Pd.I."|"TULANG BAWANG"
"301"|23737|2|88762|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TULANG BAWANG"|"TULANG BAWANG"|"LAMPUNG"|"Ir. HANAN A. ROZAK, M.S."|"HERI WARDOYO, S.H."|"TULANG BAWANG"
"302"|23737|3|93689|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - TULANG BAWANG"|"TULANG BAWANG"|"LAMPUNG"|"Hj. WINARTI,S.E.,M.H."|"HENDRIWANSYAH"|"TULANG BAWANG"
